contas,nomenclatura_estrutura
SERVICOS PRESTADOS DE SEGURANCA^SERVICOS PRESTADOS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
COFINS -C.C.^IMPOSTOS SOBRE VENDAS,( - ) PIS/COFINS
REC DE ROYALTIES A C - VZ CRYSTAL MALL^RECUP DE ROYALTIES DO ANO CORRENTE VZ,( + ) RECUP. DE ROYALTIES  ANO CORRENTE
FRETES S/TRANSF.BENS/MAT.CONSUMO^FRETES E CARRETOS,( - ) DESPESAS C/TRANSPORTES
MATERIAL DE ESCRITÓRIO^GASTOS DE ESTRUTURA,( - ) DESPESAS GERAIS
UNIFORMES E EPI^DESPESAS OCUPACAO/UTILIDADE E SERVICOS,( - ) OUTRAS DESPESAS COM FOPAG
DESPESAS BANCARIAS^DESPESAS FINANCEIRAS,( +/- ) OUTROS RESULTADOS FINANCEIROS
DESPESAS BANCARIAS^DESPESAS COM ATUALIZAÇÕES,( - ) TARIFAS BANCÁRIAS
(-) PIS/PASEP^[NÃO IDENTIFICADA],( - ) PIS/COFINS
ENERGIA ELETRICA^DESPESAS PREDIAIS E DE OCUPACAO,( - ) DESPESAS GERAIS
RENDIMENTO DE APLIC FINANCEIRA^RECEITAS FINANCEIRAS,( + ) RECEITAS DE APLICAÇÕES FINANCEIRAS
ICMS S/SERV SUBCONT ALC USINA^APURACAO DO RESULTADO,(-) IMPOSTOS SOBRE VENDAS E SERVIÇOS
GASTOS COM ALIMENTAÇÃO^DESPESAS GERAIS,( - ) DESPESAS GERAIS
"LIVROS, PUBLICAÇÕES PERIODICOS^OUTRAS DESPESAS ADMINISTRATIVAS",( - ) DESPESAS GERAIS
SALARIOS E ORDENADOS^DESPESAS COM PESSOAL,( - ) DESPESAS COM SALÁRIOS
TARIFAS E DESPESAS BANCÁRIAS^DESPESAS FINANCEIRAS,( + / - ) RESULTADO FINANCEIRO
(-)VALE TRANSPORTE^(-)ASSISTENCIA MEDICA,( - ) DESPESAS COM BENEFÍCIOS
REFEICAO FUNCIONARIOS^DESPESAS COM PESSOAL,( - ) DESPESAS COM BENEFÍCIOS
MEDICINA E SEGURANCA DO TRABALHO (CP)^PESSOAL APLICADO NA PRODUCAO,( - ) CUSTOS COM FOPAG
HORAS EXTRAS^CUSTOS COM PESSOAL,( - ) PESSOAL
IPTU - IMPOSTO PREDIAL E TERRITORIAL URBANO^[NÃO IDENTIFICADA],( - ) OUTROS IMPOSTOS E TAXAS
ACERTO DE CAIXA^DESPESAS,( - ) DESPESAS GERAIS
DESCONTOS OBTIDOS^JUROS E DESCONTOS ATIVOS,( +/- ) OUTROS RESULTADOS FINANCEIROS
CONTRIBUIÇÃO SOCIAL - CSLL^DEDUÇÕES DO RESULTADO,( - ) IR/CSLL
DESPESAS EXERC. ANTERIORES^[NÃO IDENTIFICADA],( - ) DESPESAS BANCÁRIAS
DESP. COM CORREIOS^GASTOS GERAIS,( - ) DESPESAS GERAIS
PCLD-CONDOMÍNIO^PCLD,( - ) DESPESAS COMERCIAIS
DESPESAS COM CARTORIO^OUTRAS DESPESAS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
DEPRECIAÇÃODEEDIFICAÇÕES^DEPRECIAÇÃOPPI-CUSTO,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
I.N.S.S^ENCARGOS SOCIAIS,( - ) DESPESAS COM ENCARGOS
SALARIOS OPERAÇÃO^CUSTO DA MÃO DE OBRA DIRETA,( - ) CUSTOS COM SALÁRIOS
VARIACAO CAMBIAL^RECEITA FINANCEIRA,( + ) RECEITA FINANCEIRA
OUTRAS DESPESAS OPERACIONAIS^OUTRAS RECEITAS / DESPESAS OPERACIONAIS,( +/- ) NÃO RECORRENTES SEM EFEITO CAIXA
ENERGIAELETRICA^COMOCUPAÇÃO,( - ) GERAIS E ADMINISTRATIVAS
TAXA DE SERVIÇOS^SALÁRIOS E PROVENTOS,( - ) SALÁRIOS - ADMINISTRATIVO
CSV CAFE/COPA/ALIMENT QUIMICOS^APURACAO DO RESULTADO,( - ) CUSTOS VARIÁVEIS
CUSTO COM JUROS^CUSTOS FINANCEIROS,( - ) DESPESAS FINANCEIRAS
CONSUMO XEROX.^DESPESAS COM CONSUMO.................,( - ) MATERIAL DE USO E CONSUMO
VALE TRANSPORTE P&D^DESPESAS COM PESSOAL,( - ) PESSOAL - P&D
METALBEST^RECEITA OPERACIONA,NET SALES 3RD - DOMESTIC
ASSISTÊNCIA TÉCNICA MATRIZ^RECEITA BRUTA DE VENDAS E SERVIÇOS,( + ) RECEITA DE SERVIÇOS
SISTEMAS E APLICATIVOS^DEPRECIACOES,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
PROVPARAPERDA/GANHORDEATIVOS^OUTRASRECEITAS(DESPESAS)OPERACIONA,( + ) OUTRAS RECEITAS (DESP.) OPERACIONAIS
(-)PROV. IRPJ - VALORES CORRENTES^(-)PROV P/ IRPJ - VALORES CORRENTES,( - ) IR/CS CORRENTE
"TAXA AD/DIPER^IMPOSTOS, TAXAS E CONTRIBUICOES",( - ) DESPESAS TRIBUTÁRIAS
SERVIÇOS DE COMUNICAÇÃO^DESPESAS ADMINISTRATIVAS,( - ) DESPESAS COM UTILIDADES
CUSTO INSTALACAO^CAIXA GERAL,( - ) CUSTOS DE INSTALAÇÃO
PRESTACÃO DE SERVICOS (TECNOLOGIA DA INF^SERVICOS PRESTADOS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
CESTA BASICA^DESPESAS TRABALHISTAS,( - ) DESPESAS COM BENEFÍCIOS
INDADIMPLÊNCIA - VZ NEW YORK CITY CENTER^INADIMPLÊNCIA,( - ) INADIMPLÊNCIA
SALÁRIOS E ORDENADOS^MÃO-DE-OBRA INDIRETA,( - ) CUSTOS COM FOPAG
CORREIOS^[NÃO IDENTIFICADA],( - ) DESPESAS GERAIS
MARKETING^DESPESAS COM VENDAS,( - ) DESPESAS COM MARKETING
ENERGIA ELETRICA^CAIXA GERAL,( - ) DESPESAS COM UTILIDADES
CAFE E LANCHES / REFEICOES^DESPESAS DE FUNCIONAMENTO,( - ) DESPESAS GERAIS
"CONTRIBUIÇÃO SINDICAL^IMPOSTOS, TAXAS E CONTRIBUICOES",( - ) OUTROS IMPOSTOS E TAXAS
OUTRAS RECEITAS^RECEITAS DIVERSAS,( + ) RECEITA BRUTA
SERVICOS CAFE DA MANHA.^SERVICO DE TERCEIROS-PESS.JURIDICAS..,( - ) SERVIÇOS DE TERCEIROS
FERIAS^REMUNERAÇÃO DE FUNCIONARIOS,( - ) DESPESAS COM SALÁRIOS
ASSOCIAÇÕES E INSITITUIÇÕES DE CLASSE^DESPESAS SUPORTE EMPRESARIAL,( - ) DESPESAS COM TERCEIROS - PJ
PAT - PROGRAMAÇÃO DE ALIMENTAÇÃO^CUSTOS DIRETOS NA PRESTAÇÃO SERVIÇOS,( - ) CUSTOS COM FOPAG
INTERNET^COMUNICACOES,( - ) DESPESAS COM TELECOM
BRINDES^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
13O SALARIO^ENCARGOS TRABALHISTAS,0368 - COMPENSATION EXPENSE
JUROS ATIVOS^MULTA E JUROS S/ IMPOSTOS,( + ) RECEITA FINANCEIRA
LOCACAO DE EQUIPAMENTOS^[NÃO IDENTIFICADA],( - ) CUSTO SERVIÇOS PRESTADOS
DESPESA COM VEICULOS^UTILIDADES E SERVICOS,( - ) DESPESAS GERAIS
SERVIÇO DE ASSESSORIA CONTÁBIL^DESPESAS GERAIS,( - ) DESPESAS COM TERCEIROS
ADICIONAL NOTURNO^CAIXA GERAL,( - ) ADICIONAIS DE PESSOAL
PRESENTE DE CASAMENTO^CUIDAR E RECOMPENSAR,( - ) PRÁTICAS DE RH
(-) COFINS S/VENDA MERC.DIVERSOS^(-) TRIBUTOS S/VENDA MERC.DIVERSOS,( - ) ICMS
AJUDA DE CUSTO^CUSTOS INDIRETOS NA PRESTAÇÃO SERVIÇOS,( - ) CUSTOS COM FOPAG
INTERNET^DESPESAS GERAIS,( - ) DESPESAS COM TELECOM
PEDAGIO EM EXPEDIENTE^DESPESAS DE EXPEDIENTE E GERAIS,( - ) OUTROS CUSTOS OPERACIONAIS
VENDAS ONLINE^RECEITA COM VENDAS NO PAÍS,( + ) RECEITA DE PRODUTOS
(-) CUSTO DAS MERCADORIAS REVENDIDAS^CUSTO DOS PRODUTOS,( - ) CUSTOS DE PRODUTOS DE REVENDA
(-) PIS S/ ENERGIA ELETRICA^DESPESAS DE OCUPACAO,( - ) DESPESAS COM OCUPAÇÃO
CORREIOS E TELÉGRAFOS^DESPESAS ADMINISTRATIVAS,( - ) GASTOS GERAIS E ADMINISTRATIVOS
AUXÍLIO REFEIÇÃO/ALIMENTAÇÃO^MÃO DE OBRA,( - ) DESPESAS COM BENEFÍCIOS
COMISSOES^DESPESAS DE SALARIOS,( - ) COMISSÕES DE VENDAS
TAXI/REEMBOLSOCOMBUSTIVEL^DESPESASCOMPESSOAL,( - ) REEMBOLSO DE DESPESAS
PROVISAO PARA IMPOSTO DE RENDA^IMPOSTO DE RENDA E C.SOCIAL - CORRENTES,( - ) IR/CS CORRENTE
ASSISTENCIA MÉDICA^RESULTADO DO EXERCICIO,( - ) HUMAN RESOURCES - G&A
FGTS^DESPESAS COM PESSOAL,( - ) DESPESAS COM SALÁRIOS
UNIFORMES^CONVENÇÃO DE VENDAS,( - ) MARKETING
OUTRAS DESPESAS DE VENDAS^DESPESAS COM VENDAS,( - ) CUSTOS COM VENDAS
MATERIAL DE INFORMATICA^DESPESAS GERAIS,( - ) DESPESAS GERAIS
FPW CARGOS E SALÁRIOS^RECEITAS  C/ IMPLANTAÇÃO,RECEITA DE SERVIÇOS
ROUPAS E UNIFORMES^C/PESSOAL,( - ) OUTRAS DESPESAS COM FOPAG
MULTAS S/IMP E CONTRIB DEDUTIVEIS^IMPOSTOS TAXAS E CONTRIBUICOES,( - ) OUTROS IMPOSTOS E TAXAS
[3374]MULTAS DIVERSAS^[NÃO IDENTIFICADA],( - ) OUTROS IMPOSTOS E TAXAS
MANUTENÇÃO E CONSERVAÇÃO^DESPESAS GERAIS,( - ) DESPESAS GERAIS
PLANO DE PENSÃO^DESPESAS COM BENEFICIOS,( - ) DESPESAS COM BENEFÍCIOS
(-) PIS S/VENDA MERCAD.SORVETE IMPULSO^(-) TRIBUTOS S/VENDA MERCAD.SORVETE IMPU,( - ) PIS/COFINS
OUTRAS DOACOES^DESPESAS NAO DEDUTIVEIS,( - ) DESPESAS GERAIS
FGTS S/ ORDENADOS ADM^ENCARGOS C/MÃO DE OBRA ADM,( - ) DESPESAS ADMINISTRATIVAS
RECEITA DE INDENIZAÇÕES DE FUNCIONÁRIOS^RECUPERACOES DE DESPESAS,( +/- ) OUTROS RESULTADOS OPERACIONAIS
ALUGUEL - APT^VIAGENS E ACOMODACOES,( - ) DESPESAS COM VIAGENS
PISDIFERIDO^IMPOSTOSDIFERIDOS,IMPOSTOS DIFERIDOS
CESTA BASICA^CAIXA GERAL,( - ) DESPESAS COM BENEFÍCIOS
DESPESAS COM VEICULOS^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
FPP-CONTRIBUIÇÃOCONTRATUAL^OUTROSCUSTOSDESHOPPINGCENTERS,( - ) CUSTOS DE ALUGUÉIS E SERVIÇOS
DESCONTOS AUFERIDOS^RECEITAS FINANCEIRAS,( +/- ) OUTROS RESULTADOS FINANCEIROS
DESPESAS FINANCEIRAS^DESPESAS FINANCEIRAS,( - ) OUTRAS DESPESAS FINANCEIRAS
JUROS PASSIVOS^DESPESAS FINANCEIRAS,( - ) OUTRAS DESPESAS FINANCEIRAS
[1547]13º SALÁRIO^[NÃO IDENTIFICADA],( - ) DESPESAS COM SALÁRIOS
PRO-LABORE - [0125]^FINANCEIRAS - [0111],( - ) DESPESAS TRABALHISTAS
REV.CLIEN.EQUIP.TRIB^[NÃO IDENTIFICADA],( + ) RECEITA BRUTA
ASSESSORIA E CONSULTORIA^CAIXA GERAL,( - ) DESPESAS COM TERCEIROS
PIS S/ OUTRAS RECEITAS^IMPOSTOS,( - ) PIS/COFINS
CUSTOS DE PERDAS^RECEITA OPERACIONAL BRUTA,( - ) CUSTOS DE PERDAS
OUTROS MATERIAIS^MATERIAIS,( - ) MATERIAIS
COMISSÕES A REPRESENTANTES^DESPESAS VARIÁVEIS,( - ) COMISSÕES DE VENDAS
UNIFORMES / EPI^GASTOS FIXOS,( - ) OUTRAS DESPESAS
FPW CARGOS E SALÁRIOS^RECEITAS  C/ MANUTENÇÃO,RECEITA DE MANUTENÇÃO
13º SALÁRIO^[NÃO IDENTIFICADA],( - ) DESPESAS COM SALÁRIOS
ICMS - ST^COMPRAS DE MERCADORIAS PARA REVENDA,( - ) COMISSÕES DE VENDAS
DESPESAS COM IMPORTACAO^INVESTIMENTOS,( - ) OUTRAS DESPESAS
COMISSOES AGENCIAS^CUSTO DIRETO DA OPERACAO,( - ) CUSTOS DIRETO OPERAÇÃO
IRPJDIFERIDO^IRPJ,( - ) IR/CS DIFERIDO
CESTA BASICA^CAIXA GERAL,( - ) DESPESAS COM BENEFÍCIOS
HOTEL^DESPESAS COMERCIAIS,( - ) DESPESAS COM VIAGENS
IOF-IMPOSTOS/OPERACOESFINANCEIRAS^DESPESASFINANCEIRAS,( - ) DESPESAS FINANCEIRAS
LOCAÇÃODEEQUIPAMENTOS^UTILIZADESESERVIÇOS,( - ) GERAIS E ADMINISTRATIVAS
CONDOMÍNIODELOJASVAGAS^CUSTOSCOMLOJASVAGAS,( - ) CUSTOS DE ALUGUÉIS E SERVIÇOS
MEDICINA E SEGURANCA DO TRABALHO (CP)^PESSOAL APLICADO NA PRODUCAO,( - ) CMV / CPV
SALARIOS^CAIXA GERAL,( - ) DESPESAS COM SALÁRIOS
INSS (DC)^DESPESAS DE PESSOAL (DC),( - ) CUSTOS COM VENDAS
INSS^DEDUCOES DA RECEITA,TRANSITÓRIA APURAÇÃO DE CUSTO
SEGURO EMPRESA^UTILIDADES E SERVIÇOS,( - ) DESPESAS COM UTILIDADES E SERVIÇOS
DONATIVOS^CAPITAL SOCIAL REALIZADO,( - ) OUTRAS DESPESAS
MATERIAL DE EXPEDIENTE^GASTOS GERAIS,( - ) DESPESAS GERAIS
RECEITA VENDA MERC.DIVERSOS^RECEITA BRUTA VENDA MERC.DIVERSOS,( + ) RECEITA BRUTA
FORMAÇÃO DE PESSOAL^DESPESAS GERAIS ADMINISTRATIVAS,( - ) OUTRAS DESPESAS COM FOPAG
PIS-PRODUTOS ESPECIAIS^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
CONTRIBUIÇÃO SINDICAL PATRONAL^DESPESAS GERAIS ADMINISTRATIVAS,( - ) OUTRAS DESPESAS COM FOPAG
SONORIZAÇÃO E AROMATIZAÇÃO AMB^MARKETING,( - ) DESPESAS COM MARKETING
PUBLICACOES COMUNICACAO INTERNA^PUBLICACOES RELATIVAS PESSOAL,( - ) OUTRAS DESPESAS C/PESSOAL
(-) COFINS - SCP DOR^(-) IMPOSTOS INCIDENTES S/VENDAS SCP DOR,( - ) PIS/COFINS
PIS-PRODUTOS ESPECIAIS^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
MANUTENÇÃO E PEQUENAS REFORMAS^OUTRAS DESPESAS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
INSS-PROV.S/FERIAS^ENCARGOS SOCIAIS,( - ) ENCARGOS [P&D]
MARKETING^DESPESAS COMERCIAIS,( - ) DESPESAS COMERCIAIS
DEPRECIACAO.^DESPESA DE DEPRECIACAO E AMORTIZACA..,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO - ADM
DATACENTER^CUSTO DA MÃO DE OBRA DIRETA,( - ) CUSTOS DOS SERVIÇOS
TREINAMENTOS^PESSOAL E ENCARGOS,( - ) DESPESAS COM FOPAG
"LUZ, GÁS E FORÇA^DESPESAS ADMINISTRATIVAS",( - ) DESPESAS COM UTILIDADES
SERVICOS DE AGENCIAMENTO^OUTROS CUSTOS OPERACIONAIS - SERVICOS,( - ) DESPESAS COM TERCEIROS
VEICULACOES NA MIDIA^CUSTOS COM PROPAGANDA E PUBLICIDADE,( - ) MARKETING
13° SALÁRIO^MÃO-DE-OBRA,( - ) REMUNERAÇÕES [P&D]
13º SALÁRIO - I.N.S.S.^PROVISÕES,( - ) MÃO DE OBRA
MANUTENCAO SERV DE TERCEIROS^DEDUCOES DA RECEITA,TRANSITÓRIA APURAÇÃO DE CUSTO
MATERIAL AGS^DEDUCOES DA RECEITA,COMMERCIAL
JUROS ATIVOS^RECEITAS FINANCEIRAS,( + ) RECEITA FINANCEIRA
ADICIONALNOTURNO^DESPESASTRABALHISTAS,AUDITORIA DE LOJAS
VALE TRANSPORTE^[NÃO IDENTIFICADA],( - ) CUSTO SERVIÇOS PRESTADOS
DESPESAS DIVERSAS^DESPESAS DIVERSAS,( - ) GENERAL EXPENSES
MULTASCONTRATUAIS^RECEITASDESHOPPING,RECEITA BRUTA
AMORTIZACOES^[NÃO IDENTIFICADA],( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
VENDAS DE SERVIÇOS^RECEITA BRUTA SERVIÇOS FATURAR,( + ) RECEITA BRUTA
(-) ICMS S/ TRANSFERENCIAS RECEBIDAS^TRANSFERENCIAS,( - ) CMV - GERAL
SERVICOS DIVERSOS^SERVICOS DIVERSOS,( - ) DESPESAS ADMINISTRATIVAS
"SEGUROS DE IMOVEIS^SEGUROS, FIANCAS E GARANTIAS",( - ) DESPESAS GERAIS
LOCOMOÇÕES URBANAS^DESPESAS ADMINISTRATIVAS,"( - ) OUTRAS (INCLUI VEÍCULOS, LEASING, CATETE)"
HONORARIOS CONTABEIS^SERVIÇOS PROFISSIONAIS,( - ) DESPESAS COM TERCEIROS
P&P - PARCERIAS^COMERCIAIS,( - ) COMISSÕES
(-) COFINS^[NÃO IDENTIFICADA],( - ) PIS/COFINS
MULTAS DE TRÂNSITO^DESPESAS COM VEÍCULOS,( - ) VEÍCULOS / MAQ / EQUIP
RECEITAS^OUTROS RESULTADOS,( +/- ) OUTROS RESULTADOS FINANCEIROS
GENEROS ALIMENTICIOS^DEDUCOES DA RECEITA,COMMERCIAL
REC DE ROYALTIES A A - BTG SULACAP^RECUP DE ROYALTIES DE ANOS ANTERIORES BTG,( + ) RECUP. DE ROYALTIES DE ANOS ANTERIORES
SALARIOS^MAO DE OBRA,( - ) REMUNERAÇÕES [COM]
PUBLICIDADE^DESPESAS GERAIS,( - ) DESPESAS COM MARKETING
RECEITA DE VENDA DE BATATAS^RECEITA BRUTA DE VENDAS MERCADO INTERNO,( + ) RECEITA DE MERCADO INTERNO
VENDAS DE MERCADORIAS^OUTRAS REC. OPERACIONAIS,RECEITA DE MANUTENÇÃO
890711          COMISSÕES SOBRE EMPRÉSTIMOS^810301        DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
RENDIMENTOS S/APLICAÇÕES FINANCEIRAS^BANCO SANTANDER,( + ) RECEITA FINANCEIRA
ISS PUBLICIDADE^IMPOSTOS S/VENDAS E SERVIÇOS,( - ) ISS
TELEFONE^DESPESAS COMERCIAIS,( - ) DESPESAS COM TELECOM
CONDUÇÃO E ESTACIONAMENTOS^RESULTADOS DE EXERCICIOS,( - ) DESPESAS COM PASSAGENS (DESLOCAMENTO)
PROV. INSS S 13SALARIO - CUSTO^[NÃO IDENTIFICADA],( - ) CUSTOS COM ENCARGOS
SERVIÇOS DE TERCEIROS^DESPESAS COM PESSOAL,( - ) DESPESAS GERAIS
ALUGUELDEESPAÇOPUBLICITÁRIO^RECEITASDESHOPPING,( + ) RECEITA BRUTA
CORREIOS E TELEGRAFOS^CAIXA GERAL,( - ) DESPESAS GERAIS
VEICULOS LEASING^DEPRECIACOES/AMORTIZACOES,( - ) DEPRECIAÇÃO
TAXA DE FRANQUIA^RECEITA SERVICOS,( + ) RECEITA DE SERVIÇOS
BENS DE PEQUENO VALOR^DESPESAS GERAIS,( - ) DESPESAS COM UTILIDADES
ASSESSORIA EM INFORMATICA^CAIXA GERAL,( - ) DESPESAS COM TERCEIROS
FGTS^ENCARGOS SOCIAIS,( - ) DESPESAS COM ENCARGOS
MANUTENÇÃO E REPAROS^ESTRUTURA FISICA - G,( - ) DESPESAS GERAIS
VENDA DE PRODUTOS^RECEITA BRUTAS DE VENDAS E MERCADORIAS,( + ) RECEITA DE PRODUTOS
COMISSOES E GRATIFICACOES^[NÃO IDENTIFICADA],( - ) DESPESAS COM REMUNERAÇÃO
ENDOMARKETING^DESPESAS DE MARKETING E COMUNIC,( - ) DESPESAS COM MARKETING
[2569]COFINS S/ COMISSÕES E SERVIÇOS^[NÃO IDENTIFICADA],( - ) PIS/COFINS
IMPOSTOS E TAXAS DIVERSAS^DESPESAS TRIBUTÁRIAS,( - ) OUTROS IMPOSTOS E TAXAS
CREDITODEPIS^CREDITOSDEIMPOSTOS,( - ) PIS/COFINS
VARIAÇÃO MONETARIA ATIVA^RECEITAS COM ATUALIZAÇÕES,( + ) OUTRAS RECEITAS
FGTSS/SALÁRIOS^DESPESASCOMENCARGOSSOCIAIS,( - ) GERAIS E ADMINISTRATIVAS
VARIAÇÃO CAMBIAL^ENC. FINANC. ENTRE COL. E CONTR.,( - ) DESPESAS FINANCEIRAS
ICMS^CAIXA GERAL,( - ) ICMS
ITR - IMPOSTO S/ PROPR. TERRIT. RURAL^DESPESAS GERAIS E ADM,( - ) OUTROS IMPOSTOS E TAXAS
VIAGENS - ADMINST^CREDITOS COM PESSOAS LIGADAS - NC,( - ) DESPESAS COM VIAGENS
(-) PIS SOBRE APLICAÇÃO FINANCEIRA^DESPESA,( + ) RECEITA FINANCEIRA
RECEITA DE RES ESPERATAS - DIFERIDA^[NÃO IDENTIFICADA],( + ) RES ESPERATA (LUVAS)
AVISO PREVIO / INDENIZAÇÕES TRABALHISTAS^DESPESAS TRABALHISTAS,( - ) DESPESAS COM SALÁRIOS
IMPOSTO PREDIAL^CAIXA GERAL,( - ) DESPESAS COM LOCAÇÃO
JUROS S/EMPR. E FINANCIAMENTOS^DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
DESCONTOS - VZ JARDIM GUADALUPE^DESC CONCEDIDOS VZ,( - ) DESCONTOS CONCEDIDOS
( - ) IPI S/ REVENDAS DE MERCADORIAS^( - ) IMPOSTOS S/ REVENDAS DE MERCADORIAS,( - ) IPI - REVENDA
CONSULTORIA E AUDITORIA^SERVICOS DE TERCEIROS,( - ) DESPESAS COM TERCEIROS
DESPESA C/LEGALIZAÇÃO^[NÃO IDENTIFICADA],( - ) GENERAL EXPENSES
DESPESAS - FILIAL RITAPOLIS^DESPESAS GERAIS,( - ) DESPESAS GERAIS
RECEITA DE INTERMEDIAÇÃO DE NEGOCIO^RECEITA BRUTA DA PRESTAÇÃO DE SERVICOS,( + ) RECEITA DE SERVIÇOS
RENDIMENTODEAPLICAÇÃOFINANCEIRA^RECEITASFINANCEIRAS,( + ) RECEITA FINANCEIRA
COMIISSÕES S/EXPORTAÇÃO^TÍTULOS E VALORES MOBILIÁRIOS,( - ) DESPESAS DE EXPORTAÇÃO
ANUNCIOS E PUBLIC INTITUCIONAIS^PROPAGANDA   MARKETING,( - ) DESPESAS COM MARKETING
FRETADO - CUSTOS^UTILIDADES E SERVICOS,( - ) DESPESAS GERAIS
ASSISTENCIA CONTABIL^DESPESAS COM TERCEIROS,( - ) DESPESAS COM TERCEIROS
CONSULTORIA^SERVICOS PROFISSIONAIS,( - ) DESPESAS COM CONSULTORIA
CARTÃO BENEFÍCIOS^BENEFICIOS,( - ) CUSTOS COM BENEFÍCIOS
COMBUSTIVEIS E LUBRIFICANTES^CUSTOS OPERACIONAIS DIRETOS,( - ) DESPESAS VEÍCULOS
PROPAGANDA E PUBLICIDADE^DESPESAS GERAIS,( - ) DESPESAS GERAIS
ASSESSORIA NUTRICIONAL.^ASSESSSORIA TECNICA..................,( - ) CUSTO DOS SERVIÇOS - PREST SERVIÇOS
DESPESAS COM CONTINGÊNCIAS FISCAIS^DESPESAS COM CONTINGÊNCIAS,( - ) DESPESAS GERAIS
VENDA DE MEL^VENDAS DIVERSAS,( + ) VENDA DE PRODUTOS
DESPESAS COM CORREIOS^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
OUTRAS DESPESAS COM SERVIÇOS DE TERCEIR^SERVIÇOS DE TERCEIROS,( - ) DESPESAS COM TERCEIROS
TÁXI^DESPESAS DE VIAGENS - INDEDUTÍVEIS,( - ) DESPESAS COM VIAGENS
OBRIGACOES FISCAIS^BANCARIAS,( - ) TARIFAS BANCÁRIAS
[3297]VARIACAO MONETARIA PASSIVA^[NÃO IDENTIFICADA],( - ) DESPESAS COM JUROS - DÍVIDAS
ASSOCIACAO DE CLASSE^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
TELEFONE E FAX^GASTOS FIXOS,( - ) COMUNICAÇÕES
MAO DE OBRA TEMPORARIA^SERVICOS PESSOA JURIDICA,( - ) DESPESAS COM TERCEIROS
JUROS PASSIVOS^DESPESAS FINANCEIRAS,( - ) DESPESAS COM JUROS
OUTRASDESPESASDEVIAGEM-NACIONAL^DESPESASGERAIS,( - ) GERAIS E ADMINISTRATIVAS
RECEITA DE LOCACAO DE BENS^RECEITA BRUTA,( + ) OUTRAS RECEITAS
AVISO PREVIO^CAIXA GERAL,( - ) OUTRAS DESPESAS COM PESSOAL
COFINS SCP 7^TRIBUTOS PROVISIONADOS,( - ) PIS/COFINS
EMBALAGENS^DESPESAS GERAIS,( - ) DESPESAS GERAIS
MATL.DIDATICO^CUSTOS DE MATERIAIS P/CURSOS,( - ) CUSTOS FIXOS
DESCONTOS - VZ MEIER^DESC CONCEDIDOS VZ,( - ) DESCONTOS CONCEDIDOS
INSS^DESPESAS COM PESSOAL,( - ) ENCARGOS SOCIAIS [ADM]
PRO-LABORE^DESPESAS COM PESSOAL,( - ) DESPESAS COM PRÓ-LABORE
RESULTADO POSITIVO  E. PATRIMO^RESULTADO POSITIVO DA EQUIV. P,( +/- ) EQUIVALÊNCIA PATRIMONIAL
IMPOSTOS E TAXAS^OBRIGACOES DIVERSAS,( - ) OUTROS IMPOSTOS E TAXAS
"TAXAS E EMOLUMENTOS^CUSTOS COM IMPOSTOS, TAXAS E CONTRIBUICO",( - ) OUTROS
SERVIÇOS DE TERCEIROS P.FÍSICA^IMOBILIZAÇÕES TÉCNICAS,( - ) DESPESAS GERAIS
MATERIAL DE HIGIENE E LIMPEZA^(-) PREJUIZOS DO PERIODO,( - ) DESPESAS GERAIS
DESPESAS COM AMORTIZAÇÃO^OUTRAS DESPESAS ADMINISTRATIVAS,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
SERVICOS DE ADVOGADOS^SERV DE TERCEIROS PJ   PF,( - ) DESPESAS COM TERCEIROS
"ASSINATURAS, JORNAIS E REVISTAS^DESPESAS OPERACIONAIS",( - ) DESPESAS OPERACIONAIS
LIVROS/ JORNAIS/ ASSINATURAS/ PUBLICA^CUSTOS OPERACIONAIS DIVERSOS,( - ) DESPESAS OPERACIONAIS
AVISO PRÉVIO^DESPESAS COM PESSOAL,( - ) DESPESAS COM SALÁRIOS
TRANSPORTES DE EMPREGADOS^BENEFÍCIOS,( - ) BENEFÍCIOS
ÁGUA E ESGOTO^ALUGUEIS E ARRENDAMENTOS,( - ) DESPESAS GERAIS
PESQUISAS^DESPESAS COM MARKETING,( - ) DESPESAS GERAIS
BRINDE^DESPESAS GERAIS,( - ) DESPESAS COM MARKETING
SERVIÇOSDEINFORMATICA^UTILIZADESESERVIÇOS,( - ) GERAIS E ADMINISTRATIVAS
